gene	C1	C2	C3	PAC51	PAC52	PAC53	logFC	AveExpr	t	P.Value	adj.P.Val	B	change	significance
A1BG	0	0.0345328185084335	0.110752429574222	0.145046993777487	0.115424248037343	0	0.0505310740030364	0.0895244731091055	0.718501896817935	0.499444362947686	0.809638743333771	-5.50185923535576	NOT	FALSE
A1CF	0.0143447388244552	0.0144057561984766	0.0154005433064468	0.105888989333708	0.0481505314848829	0.0658288283480377	0.0911833044265272	0.05883576617681	2.11945029863325	0.078317560106161	0.548749994068299	-4.05088878044124	NOT	FALSE
A2M	0.258933349290738	0.260034718268615	0.694978437042482	0.432335016581724	0.193145170915656	0.198043306916592	-0.110497386697608	0.408601673434307	-0.83748347820383	0.434388417581851	0.771850596455956	-5.41418220150723	NOT	FALSE
A2ML1	0	0	0	0	0	0.0216402254033026	0.0146821166236892	0.00734105831184462	0.359978197823961	0.731188688880319	0.911954364549872	-5.69418469537716	NOT	FALSE
A3GALT2	0	0.27045644186367	0.14456638394638	0.141998597529806	0	0.154485394263616	-0.0442635292055237	0.160832820925596	-0.400207157099501	0.702856224092489	0.900483581935318	-5.67849342910328	NOT	FALSE
A4GALT	11.8889383070036	12.3625612436397	11.9599578567017	10.6616194549735	11.7836274173603	10.9547624934347	-0.0380799896397202	3.65574183056442	-0.477729097329302	0.649740154189569	0.8785211210484	-5.64387749712242	NOT	FALSE
A4GNT	0.0777823495787329	0	0	0	0.0870298401874297	0	0.00631075914425167	0.0360853689801498	0.110386097502301	0.915700973611212	0.973706210466567	-5.75523043923042	NOT	FALSE
AAAS	79.6954043836269	69.6038413489612	73.5168278819602	87.0253399702525	88.1646561196815	93.3794771864907	0.241414310965181	6.36392812410927	4.17218163863205	0.00585719876919615	0.407011371241128	-1.86420968182388	UP	M_TRUE
AACS	13.1641237850921	12.9794389502119	12.4146450321321	11.8060178387136	10.9176106108688	11.9407784044347	-0.0744940460588788	3.72124512653006	-0.783995408375973	0.462844864917664	0.78874427293862	-5.45491859064761	NOT	FALSE
AADAT	10.8593918680754	7.51789071387666	9.57498908176208	8.33285495528357	8.58287639597473	8.27038416573806	-0.0396141270849482	3.29502133378511	-0.382462249165036	0.71529268585087	0.904682355108288	-5.68560889604757	NOT	FALSE
AAGAB	63.5034542549306	62.4020911860232	74.4665860888774	71.6658733568747	69.8872093557128	71.1647672037149	0.0760679987628829	6.12054566035083	1.04597112548807	0.335849673511146	0.722017813372448	-5.23677956488388	NOT	FALSE
AAK1	3.24425672881907	3.1408598852674	3.08211515370643	2.79970252128763	2.57884146931118	2.25597231319523	-0.157757135335477	1.93825962432583	-2.99559500585812	0.0241288935907217	0.475693157019216	-3.03455535557475	DOWN	TRUE
AAMDC	3.68663516938874	3.41752268810604	2.96848433084959	2.99052115408142	3.49033106104292	2.60279664702273	-0.0428474244467432	2.06374054724898	-0.498545845594837	0.63583584475278	0.873392565556528	-5.63362158543329	NOT	FALSE
AAMP	146.219496641559	135.078264496039	139.79035342874	153.360520114533	157.467690452997	174.597376081714	0.167050373051919	7.2454223136605	2.60498602097353	0.040370683635383	0.503933741846112	-3.47767307857742	UP	TRUE
AANAT	0.503205629500575	0.505346010505172	0.472712274167118	0.464315960306241	0.633410328561158	0.721637254019991	0.136573486828987	0.634740006023189	1.61183877809305	0.158096196508243	0.616595407299926	-4.64641587839338	NOT	FALSE
AAR2	54.3280740806935	53.8453833742152	54.7975595068225	57.946554961114	58.1031250371113	64.2143128791586	0.138434656056235	5.8591853264706	1.97885755050143	0.0951481451245968	0.561548115091558	-4.21807970775668	NOT	FALSE
AARD	0	0.0573542580221318	0.122629694963561	0	0	0	-0.0812953632598297	0.0406476816299148	-1.50646127406915	0.182638110050531	0.634112552653751	-4.76492430501344	NOT	FALSE
AARS1	588.158637434529	610.220896764365	565.98549577436	509.297952749367	510.191037387446	530.015931744432	-0.231359518429893	9.10712299836168	-4.38956770806545	0.00461410209988283	0.40120807729171	-1.67756847584482	DOWN	M_TRUE
AARS2	20.8327481893308	20.8891734191356	21.1961632328559	20.7520807229641	21.7675237116224	23.8638959390313	0.11658245728313	4.49198570802078	1.19456531209865	0.277308949309051	0.694817209280988	-5.09471739853582	NOT	FALSE
AARSD1	1.0041356922926	1.23249717324827	1.31760706770261	1.41185862211048	1.28996361854399	1.36534392309719	0.163584624903884	1.18474324050676	2.07378256325456	0.0834238143752494	0.553773868191503	-4.1052529019379	NOT	FALSE
AASDH	9.23480722436378	8.08510184090274	9.88273077578503	10.0193221705888	9.47166655226314	8.79501219683974	0.136353127794643	3.35636018041465	2.46217463119595	0.0489527350668249	0.516526210643792	-3.64453827076608	UP	TRUE
AASDHPPT	36.5825121444882	34.2993490748475	37.863837070943	35.1707996112446	32.8052528161895	16.3585116811862	-0.390447801648283	5.02015226650985	-1.66443207546497	0.147054624625064	0.610544088160312	-4.58630475749846	NOT	FALSE
AASS	2.88047134630937	1.8079521298371	2.09386664457318	1.83518727359379	1.88004169218388	1.75560150317068	-0.131811323646777	1.5983447968442	-1.27818249819032	0.248378120331382	0.674182500618694	-5.01002354828258	NOT	FALSE
AATF	69.0516026048438	68.7290407028266	67.4515348184788	73.3102249187285	70.918039311057	75.6667432003654	0.0766794761180916	6.16224762334157	1.35552842238378	0.224024045955003	0.661099105760475	-4.92905738782533	NOT	FALSE
AATK	60.0800239598071	58.0465999906022	55.4978855616511	59.5059664232129	61.9738162330063	63.799341143428	0.0831280407650056	5.92736420845629	1.27623628917396	0.24902017667293	0.67472468438555	-5.01202967819705	NOT	FALSE
ABAT	0.381703468144491	0.241354062365118	0.318731491148513	0.208713455251635	0.221450930697919	0.227066895857525	-0.0872250415953263	0.337848727261806	-1.80108229509833	0.121742614960817	0.595539573277429	-4.42777729438179	NOT	FALSE
ABCA1	0.121367876833782	0.0243768238501296	0.0651504009461039	0.153583681220839	0.1765363891433	0.111392818285731	0.115493183646931	0.147487845503372	2.26081232791556	0.0644520598577099	0.529369169190941	-3.88267565424573	NOT	FALSE
ABCA10	0.737521041775044	0.592526465838489	1.02054751651711	1.00242055619869	0.696839283095549	0.883737332804467	0.119179578695368	0.85750408430635	1.16293459303978	0.288989169841544	0.698230712169108	-5.12591064408595	NOT	FALSE
ABCA12	0.277962860185228	0.220377766712086	0.219889523424528	0.169701593527133	0.163689301267171	0.0839202188402864	-0.111716928075633	0.247409987185221	-2.36410965695634	0.055945973388653	0.528413994412986	-3.76018727281983	NOT	FALSE
ABCA13	0.0649980543361269	0.0870326961901636	0.0930427255264602	0.114237625971565	0.137370629936953	0.0662843914851544	0.0388544715483635	0.128713043097276	0.874766351441457	0.415322254721297	0.763178278351682	-5.38456906021454	NOT	FALSE
ABCA2	38.5238129366883	37.3059710637975	35.3223364747093	31.5660883959292	30.5073754121398	34.3007086023707	-0.18936887192855	5.14654091692009	-2.16613644281286	0.0734273966668609	0.540448734116446	-3.99530193972152	NOT	FALSE
ABCA3	14.1388756305448	12.5681670397801	11.9579037361727	11.2056981236707	10.8230594521188	12.7176082791326	-0.0733315932991291	3.72274306094933	-0.585790794274	0.579356394812094	0.848830328903957	-5.58635863144369	NOT	FALSE
ABCA4	2.18361545559949	1.68684880461151	1.73120052504106	1.4347554898729	1.7102568016508	1.46456901420979	-0.113354143909329	1.43023760976701	-1.62246110487584	0.155803968860465	0.614324431497053	-4.63432229625122	NOT	FALSE
ABCA5	21.9223150236707	17.1267189882174	26.6267483072149	23.9126803415653	24.2709410401425	19.0011400080465	0.0939592816823262	4.52086054529718	0.714817090161673	0.50156034788783	0.810425481846817	-5.50440071962004	NOT	FALSE
ABCA6	0.0292034207473785	0.00977587794838923	0.05225475659814	0.0821225710650653	0.0217835969448101	0.0781760957028153	0.0515683687961667	0.0633689710178482	1.06592864843941	0.327436406270578	0.719022629625228	-5.2183887012257	NOT	FALSE
ABCA7	28.2354019344321	25.4620825344165	28.3692740178855	26.042410373067	26.0106780738837	30.7501821369546	0.0405733559069996	4.82387353607956	0.402353957640184	0.701358355574132	0.89976745503476	-5.67761194194344	NOT	FALSE
ABCA8	0.428830290528396	0.442958725675836	0.657704400263308	0.400533799749082	0.493522588390987	0.238962508848014	-0.110281468145666	0.521052286754801	-1.27046022419945	0.250934340489508	0.677701868927599	-5.01797416419659	NOT	FALSE
ABCA9	0.0150730443105965	0	0	0	0	0.0864638150190989	0.0437439607343669	0.023745406159264	0.811082360316056	0.448272063282331	0.781181493594246	-5.43455176169081	NOT	FALSE
ABCB1	1.54218311589358	1.31047465942948	1.93588482371602	2.15169696887929	2.41574510039278	2.31368885771538	0.408946579213833	1.5479973488261	4.23693494917205	0.00545144038980957	0.40120807729171	-1.8076582963562	UP	M_TRUE
ABCB10	32.2695684847825	28.4087930484726	35.270155748184	33.8927897224303	31.941382691243	16.0043747432082	-0.243193712248797	4.90585322326028	-1.04112052908391	0.33792088413357	0.723148874289605	-5.24121498925595	NOT	FALSE
ABCB4	0.036763421082297	0.0184598958881482	0	0	0.0205670990090413	0.0421773578576512	0.00979677600482025	0.027965500896336	0.222863652982275	0.831030937484588	0.949192253115434	-5.73559868920082	NOT	FALSE
ABCB5	0	0	0	0	0.0166500866569308	0	0.00800298893214809	0.00400149446607404	0.202457971955362	0.846245698744426	0.952692451653347	-5.74013240299444	NOT	FALSE
ABCB6	0.449912238481091	0.31893595456314	0.483026704666607	0.586081819979103	0.473790113097781	0.425079697002288	0.107541232428056	0.541014191606992	1.86885761364638	0.110827304297777	0.583006576294391	-4.3481808717134	NOT	FALSE
ABCB7	78.61634920245	76.8547058136784	82.6598462360622	80.0177873616134	78.9850594685736	72.9531529496103	-0.0606082238552481	6.31094291357269	-1.23691534641756	0.26230879842648	0.685801166402741	-5.05221284514224	NOT	FALSE
ABCB8	29.2886454662632	30.8949990348066	28.9097928761598	32.1928433052828	32.341513447625	35.5993026302935	0.179539411952284	5.01529965816934	2.00151767930603	0.0922059171901651	0.56016962637079	-4.19117905364439	NOT	FALSE
ABCB9	1.75157470741837	1.67575756010336	1.74696799465509	1.84709288101998	1.80906298129169	2.16409733696265	0.176713557651637	1.50774773039701	1.96194496367268	0.097405625759771	0.565286550953769	-4.23813914297232	NOT	FALSE
ABCC1	40.5165229765345	37.4563964273618	37.1729699924348	34.8251419349856	34.1832531130357	36.8652321646175	-0.110411739192834	5.24089877839802	-1.60740674375376	0.159062093102796	0.616932149416785	-4.65145438956681	NOT	FALSE
ABCC10	6.66352141160822	5.33979992335522	6.00128455151288	6.9011002097401	5.96840801558907	8.1922746733402	0.286175842041664	2.90011272035898	1.87065614849127	0.110551264581137	0.5825766377386	-4.34606183261664	NOT	FALSE
ABCC11	0.0570403905743109	0.114566022695223	0.0408257849830039	0.140352236853774	0.170191688510963	0.109067329703614	0.096659543928406	0.146183578327088	1.92893164716871	0.101968525249215	0.572536529948088	-4.277242794571	NOT	FALSE
ABCC2	49.6899409996271	43.2196729986362	57.4764119171752	47.7843964159618	46.8424148910275	45.976236741662	-0.093082652828394	5.62511080860701	-1.07174612559562	0.325016763713448	0.717878695803226	-5.2129855488906	NOT	FALSE
ABCC3	23.0399507048776	20.648606735439	21.2745810605266	16.0767107578424	15.7592718173055	17.2602961168342	-0.335072778466512	4.31053739329052	-3.74765831794402	0.00952638525569202	0.428747665662818	-2.25539343913556	DOWN	M_TRUE
ABCC4	73.4304375495994	70.0980969472418	75.8276850500229	82.0050889069007	80.0316123826501	65.4468415160761	0.0339997470654381	6.23667584799974	0.433821413457786	0.679574488752515	0.889482667703672	-5.66418363219477	NOT	FALSE
ABCC5	16.0978190235646	12.8048632335585	17.0887550241316	15.1346352192894	15.4924677579909	15.2361271300788	0.0692167117285983	4.02305139271966	0.780081985549866	0.464977713055586	0.789520394482223	-5.45781581635261	NOT	FALSE
ABCC6	1.89275522334973	1.90080604137892	2.03206590208861	1.65051560228549	1.5883376992965	1.75389601597648	-0.0794076971685958	1.48777647278498	-1.16730412736877	0.287351027084659	0.698230712169108	-5.12163060613243	NOT	FALSE
ABCC8	0	0	0.0218193273200656	0	0.0227397239806447	0	0.000551809790198807	0.00944168732303546	0.013631066566943	0.98956602882281	0.997923735731696	-5.76154343024186	NOT	FALSE
ABCD1	53.2395835760653	57.9760091235227	47.5502507148567	55.5938094652642	57.4573347584587	68.2855006457363	0.181892389947702	5.84258809060553	1.39443792059005	0.212603900775092	0.652809614870061	-4.88746928023782	NOT	FALSE
ABCD3	38.6381312851518	38.4897034623544	44.3339861380386	46.6183529152527	45.4866511066918	31.8221011066338	0.0241863041256454	5.38086528834751	0.187497614519007	0.857447120390196	0.957848790927988	-5.74318391319667	NOT	FALSE
ABCD4	11.2162520636609	9.74947824972355	9.84930829118593	9.4590109086065	9.80778360236111	11.4262112398339	0.0647045073859255	3.48984778747718	0.518291832451098	0.622795182254737	0.866760515586814	-5.62352498359942	NOT	FALSE
ABCE1	44.8547779488024	40.2097932597353	50.6112029831886	54.9292505537457	52.2540773068697	32.5915112857988	0.0256929862979911	5.53597175277337	0.142887874280131	0.891053986028636	0.967173368986225	-5.75090753106538	NOT	FALSE
ABCF1	152.066866632019	145.311977281758	147.106668360443	149.503990776925	144.963158871145	169.464296015817	0.0251021331018771	7.25042797456348	0.34425562045965	0.742392530218961	0.917354584048325	-5.69988711205805	NOT	FALSE
ABCF2	113.998899221056	109.756398915871	111.683285016204	123.64470397315	120.552548648674	132.421247544359	0.129822448506083	6.9042407037914	2.39788403561541	0.0534260542150436	0.525119703967874	-3.72027496336911	NOT	FALSE
ABCF3	68.5720350589707	64.3206139996999	67.001313637839	67.2061335118287	69.7091969945108	76.5760100292901	0.0708866253378589	6.1209917878896	1.03927297445962	0.338712516209583	0.723492735918399	-5.24290083267321	NOT	FALSE
ABCG1	6.32387911301785	4.81393468492498	6.45107121722452	5.79064758476441	6.42102775450091	7.79736069135531	0.238830705464623	2.85275993294284	1.52366237263377	0.178400762829182	0.632672039684879	-4.74577523708321	NOT	FALSE
ABCG2	16.5087100605036	15.0665660924248	18.3033925320502	18.6374916382975	17.8991550452788	14.5064271311891	0.0849443509347509	4.15410057748215	1.26692621405981	0.252111882705291	0.678595465069231	-5.02160423541115	NOT	FALSE
ABCG4	0.0219666001963726	0.0882401347776781	0.0943335439461594	0.0231644965086438	0	0.0252014932310498	-0.065610133886781	0.0573534098323709	-1.32746051199974	0.232603092892802	0.667915374360305	-4.95871091425874	NOT	FALSE
ABCG5	0	0.0371877614765	0.0397557545027973	0	0.124298265034355	0	0.0199646793735871	0.0458706688068316	0.323316609191426	0.757421172021248	0.92323304663218	-5.70710232658158	NOT	FALSE
ABCG8	0	0	0.0554939644690971	0	0	0.0593015246013792	0.00808711442528981	0.0285839974045193	0.157680431161383	0.879878569007091	0.964291161749989	-5.74857534521139	NOT	FALSE
ABHD1	0.178513010859079	0.0298787208065143	0.0958259691657597	0.0627492723148858	0.199736302547592	0.136534391988538	0.0567379940536513	0.157040066230072	0.794252208798914	0.45728764266933	0.786003268286569	-5.44727063499398	NOT	FALSE
ABHD10	59.0498314130346	51.0583894629501	64.7177908759897	62.5584902708325	58.7234205433607	39.2349947774028	-0.14019059547185	5.81606222750948	-0.854802354322377	0.425453000474531	0.766883519551846	-5.40054790560372	NOT	FALSE
ABHD11	21.063079680605	19.0978404012114	20.0289810466635	19.990536474759	17.6417736212404	18.8486354687233	-0.0367420488690615	4.35298159554679	-0.495701556463546	0.637726273303789	0.874001837717658	-5.63504649619162	NOT	FALSE
ABHD12	84.9654781147686	85.286534437783	78.927175088812	77.1439991305635	83.6948890214591	85.8634690414788	-0.0439366021674026	6.38489386437874	-0.627621237218996	0.553359972044356	0.838063528596256	-5.56131939118574	NOT	FALSE
ABHD12B	0.743938114985785	0.68484391300103	0.599020118346603	0.621068121006698	0.867067095112836	0.426746783795558	-0.00439321122546583	0.720180972175825	-0.0471481081911586	0.963924521232519	0.991478155483711	-5.76047068841409	NOT	FALSE
ABHD13	14.9416862687772	14.0981880754578	18.091624544267	14.9945251685263	15.30326315477	8.55622771219903	-0.227482811868461	3.91481103359803	-1.33825846316201	0.22926832250906	0.666121383254824	-4.94733843826507	NOT	FALSE
ABHD14A	2.37504381356448	2.67601751159368	1.67917077963037	2.74890892590006	2.13889190077935	2.32605112101127	0.143222607950744	1.73077642906351	1.00473319358952	0.353789937164379	0.732259203681001	-5.27404843353614	NOT	FALSE
ABHD14A-ACY1	0.0289335301546785	0	0.0621261956978363	0.0610227102336844	0.097120255478321	0.0995832143565008	0.0856785462872537	0.0803405980557843	1.83310865104745	0.116458220676741	0.588195149027411	-4.39023047676013	NOT	FALSE
ABHD14B	90.8181890805782	83.1081162589169	82.2970557139003	87.7285842205732	94.4965652576735	93.8932026705741	0.0759503455606876	6.48407677836421	1.36173498699475	0.222165918571359	0.660352060571472	-4.92246025523947	NOT	FALSE
ABHD15	10.6995988211388	10.6680836094026	9.63435142812099	7.72425721758399	8.53893081200991	9.94340599213421	-0.141326890418924	3.39211221158616	-0.956119166792861	0.375912921611815	0.743617913161464	-5.31666201834357	NOT	FALSE
ABHD16A	0.630218706029794	0.199862946688841	0.498550388291336	0.909433828636943	0.556693400682372	0.49470292883398	0.23654481266558	0.613846648144039	1.82700759380417	0.117447129665079	0.589674547396712	-4.39739271733445	NOT	FALSE
ABHD17A	48.9392884995429	48.2460767813034	41.2428892050556	42.6399651633477	44.6898724433178	50.1995748234566	-0.00967600676218929	5.55024922214361	-0.0855213994276785	0.934627773713413	0.981374580211253	-5.75779156811328	NOT	FALSE
ABHD17B	34.5894349527466	29.7808738433853	35.5359221777242	33.6774219880303	34.0137850106403	24.8888031311578	-0.0802817877065786	5.04581053947614	-0.857817428076311	0.423911367870507	0.766295762458636	-5.39815257596229	NOT	FALSE
ABHD17C	22.9397669757159	21.0921351464128	23.6903529570985	20.3057994169156	21.2475663956711	16.557665397555	-0.162239444504946	4.45425054952455	-2.85505227717501	0.0289712977109353	0.484905686102796	-3.19141387485258	DOWN	TRUE
ABHD18	5.28429867941511	4.51821841756288	5.99221094989947	4.78918763141152	4.98648402339325	3.9442684547029	-0.0753852912363981	2.55987839214994	-1.09488247324943	0.315539145096697	0.711495823720435	-5.19131152792891	NOT	FALSE
ABHD2	15.2732880269731	14.7364905248739	15.1536874188797	14.9406957191386	14.3775062361336	14.0393847922545	0.00610333639932331	3.97849719298214	0.105695611185112	0.919267117226411	0.974784282224489	-5.75576313619417	NOT	FALSE
ABHD3	36.9149045097234	28.6752899204676	36.1429537874592	28.9797151091265	30.0422582420275	24.7953304785589	-0.238613945745262	4.99171941196291	-2.93576792836347	0.0260738782774831	0.479668930670044	-3.10094172154014	DOWN	TRUE
ABHD4	51.7164331209215	49.8290412025708	47.6014125994647	44.8999564606601	45.481559173643	49.4307335329343	-0.0962453505143615	5.61891397961031	-1.27020327139209	0.251019794224255	0.677701868927599	-5.01823828078349	NOT	FALSE
ABHD5	40.1705865318913	37.8119337548124	40.8892711244964	39.5676495032031	42.7598565737883	37.2676046761306	0.0124102637715302	5.34883359836002	0.246904294461386	0.813208850448034	0.944603004383942	-5.72970986502651	NOT	FALSE
ABHD6	21.3787030909875	20.159102832913	18.6667064605163	20.8445948744244	20.3130168442116	21.2244595732323	0.0949778458196439	4.41955157335201	1.11792282351089	0.306330013336126	0.707025372380017	-5.16943914948492	NOT	FALSE
ABHD8	57.5319436339997	60.1553258485334	52.3308072020713	47.5889344421633	48.6101824105459	51.5591859835883	-0.203794522950794	5.74927513508691	-2.24151474622406	0.0661847426499654	0.532186866997928	-3.90561231196232	NOT	FALSE
ABI1	43.9580181054378	40.4061156049024	43.4417873369552	43.2900801944452	40.4874040134637	23.8668947450481	-0.260176779372976	5.31292284205563	-1.43573848924764	0.201064787079511	0.643301586000267	-4.84275151177077	NOT	FALSE
ABI2	7.7345946940172	6.39187652454403	7.35939003586883	7.0107539427052	6.83083714610145	4.94484368372068	-0.0920014475835723	2.9395101884103	-1.24693691902135	0.258864270979434	0.684211303047619	-5.04203556050825	NOT	FALSE
ABI3	0.112176337604107	0.112653476669903	0.30108186513443	0.236587240711673	0	0.128695895696337	-0.0595517679533769	0.194895095035819	-0.597894660763579	0.571759809184015	0.846284449886984	-5.57926858872866	NOT	FALSE
ABI3BP	0.125480544440585	0.0882099933081503	0.229017487698196	0.185252680478941	0.0561595373111729	0	-0.0861813831885274	0.148441181655533	-1.07297611776798	0.324507064757267	0.717404962695526	-5.21184073623211	NOT	FALSE
ABITRAM	51.095304390335	44.842129307221	49.2256402920257	51.9328720672608	49.5696787372304	46.586420750402	0.0248082387451819	5.64001149348827	0.508864388101623	0.629002995169773	0.870022557850993	-5.62838993239885	NOT	FALSE
ABL1	67.0105972026287	68.5740888690444	62.3283594468886	60.6426323123705	60.9790326943768	63.9859748645095	-0.0940735346295756	6.02033791339943	-1.28640470357862	0.245681728034992	0.673016406503378	-5.0015306883008	NOT	FALSE
ABL2	21.3533583753865	20.9537337803558	22.7353622192326	22.9122882667386	21.590037353312	20.122885078138	0.0361573763682586	4.49958967847951	0.726268046454704	0.495004373608839	0.807841243341223	-5.49646751336242	NOT	FALSE
ABLIM1	46.9315971718946	47.3274252586961	48.1534796028835	48.0487088287706	49.7475120419571	42.475564463937	-0.0266382892433355	5.58911211278118	-0.461538506303952	0.660662741233818	0.882667150482054	-5.65157594458014	NOT	FALSE
ABLIM2	5.32883032249277	4.68827681591657	4.4741491696846	5.45132356774593	4.586439477174	4.25860226583462	0.0719359061822042	2.5347079119947	0.909538413352548	0.398110199501817	0.756916657672252	-5.35608301938276	NOT	FALSE
ABLIM3	1.96380785257276	1.72324738200437	1.37144976886439	1.3671959074685	1.08797538936638	1.09369244986962	-0.244282361185556	1.27117526641189	-2.56913109119751	0.042363677174127	0.510380052309681	-3.51936711365717	DOWN	TRUE
ABO	0	0	0.0232753253606913	0.0228619073252233	0.0242571371011661	0	0.00954380947136886	0.0144894969538193	0.235123794228391	0.821927567629261	0.947503142834282	-5.73266933709513	NOT	FALSE
ABR	10.4823224960965	9.78258207895973	10.3065498255371	9.16820510705024	8.95108854041131	9.70447722977437	-0.0437068063250821	3.42562749349686	-0.498730347675803	0.635713320785865	0.873392565556528	-5.6335288979648	NOT	FALSE
ABRA	0	0	0.0536810919839291	0	0	0	-0.0237083991710181	0.0118541995855091	-0.544711779196269	0.60557924309537	0.858865021181049	-5.60946202809109	NOT	FALSE
ABRACL	3.21422595934577	3.22789764558297	2.95782823359498	3.26845271328649	2.31194769908215	3.1607711771041	-0.00165977576780779	2.00872774489789	-0.0119733785959684	0.990834839116888	0.998024956403309	-5.76156578527905	NOT	FALSE
ABRAXAS1	0.867927800816749	1.2807470589113	1.71148605384628	1.5129779824098	1.40712602634375	1.07702759765714	0.0924767498720547	1.20019971814791	0.635900829069429	0.548301051832704	0.835418866125413	-5.55618587510328	NOT	FALSE
ABRAXAS2	36.7861899648634	29.5448805642976	38.2085766053253	35.7820803684958	37.3991539762552	26.4630073616293	-0.0476768583036935	5.12672580882987	-0.408403543164159	0.697145352451521	0.89747382845733	-5.67510406513454	NOT	FALSE
ABT1	44.2358957174907	42.5476407979255	46.1878569351962	44.2837721223749	47.1954057503954	52.1436140379053	0.106939147559474	5.55155177361379	1.27992253246628	0.247805320019988	0.674182500618694	-5.00822859349416	NOT	FALSE
ABTB1	39.4282765111636	37.7511714844433	38.4820716785515	32.6012522005249	37.799285845305	41.6621408411	-0.042470571374054	5.27983707883359	-0.39553997047465	0.706117659167009	0.901828261369008	-5.68039445060159	NOT	FALSE
ABTB2	13.434543020215	13.6029583884946	11.5981601741724	12.2100519204146	12.0564066653243	12.9341832867926	0.0159601466421595	3.76939544909957	0.136732814926044	0.895712242525775	0.967642502202755	-5.75181081062353	NOT	FALSE
ACAA1	13.9187059531495	14.853961860641	14.2147247629962	13.3898522536736	15.8120824936754	14.8119448706163	0.0896588593924192	3.95528244439283	0.886416262781389	0.409494320334443	0.762316696242629	-5.37511695195422	NOT	FALSE
ACAA2	69.1478646648759	66.0871675958044	66.9768479094392	67.0473869944857	71.1999666044997	69.7338909569379	0.0247929673014109	6.11556668115966	0.499348194815271	0.635303113412217	0.873392565556528	-5.63321828508978	NOT	FALSE
ACACA	29.0373207032447	26.8530625749086	29.3099676558775	28.5660176369222	28.8519508414406	28.4294455659106	0.0406734782982995	4.88036723437743	0.833357511368625	0.436537273613787	0.773358471978731	-5.41739879754612	NOT	FALSE
ACACB	4.22612070228868	3.71000792822188	3.52777859049284	3.94582823980683	4.19726228395028	3.57370888316716	0.110638658556422	2.28337321975079	1.63704957548724	0.152707650301122	0.614014487961676	-4.61767348060552	NOT	FALSE
ACAD10	8.59121771408511	7.5279920114991	7.93192097046346	8.0675427475927	8.37005661513247	7.62676283766563	0.0825653226360548	3.17207218331005	1.49065022436698	0.186615885793647	0.63535430469424	-4.78245272710891	NOT	FALSE
ACAD11	0	0	0	0	0.0543284614868413	0	0.0247872445414598	0.0123936222707299	0.564330089504074	0.592971764557703	0.853855731554314	-5.59861460148171	NOT	FALSE
ACAD8	16.8782385863145	13.9996835218805	17.7494431890464	15.3688046947246	16.1993175867602	17.2930399710474	0.0645438621282932	4.10555412496224	0.645300096887612	0.542593187104609	0.832957278735294	-5.55028802880135	NOT	FALSE
ACAD9	109.196028645062	100.069196364158	104.997091902782	102.695702469072	106.042189363194	111.105453272733	-0.0162316021094815	6.73775670154124	-0.336025922231903	0.748284889093038	0.919742650569293	-5.70277473452673	NOT	FALSE
ACADM	85.9405357743997	76.5590490161782	95.4816389666885	86.6485059875143	88.9718809398202	61.259353593794	-0.151729234733657	6.37497581029705	-1.05204640831598	0.33327010821894	0.720739622519583	-5.2312051962174	NOT	FALSE
ACADS	27.6753594658853	26.6959812763946	24.6858020973424	23.8084672346124	26.8330284365209	27.7522393904348	0.0230260692863912	4.76459859716354	0.219835991251282	0.833283524113239	0.949375386665879	-5.73629839081977	NOT	FALSE
ACADSB	17.9705952914859	17.8701013835187	20.9246841443628	17.510708562649	17.6922829552459	14.6795208214422	-0.122181115195911	4.22476687675567	-1.90310730773901	0.105686616417614	0.57852804859221	-4.30777541059197	NOT	FALSE
ACADVL	473.143877176796	422.32332248859	448.538084101373	406.770641262016	432.735781043352	459.789879460305	-0.0944222165213221	8.78522188843371	-1.52253102106716	0.178676605807017	0.632672039684879	-4.74703720441055	NOT	FALSE
ACAP1	1.59637765035464	1.32354553201853	1.31529890282181	1.37023575761045	1.3292427137568	1.57591340161181	0.0679434894726866	1.27650410070859	0.869757797825561	0.417846800087418	0.764442757003451	-5.38860393654001	NOT	FALSE
ACAP2	19.625934349961	17.7968424650051	22.37157991325	20.1875883558544	19.0673245954328	8.51271526592908	-0.320475101776378	4.19636855667069	-1.23593167826802	0.262649043568728	0.686069308980495	-5.05320938872838	NOT	FALSE
ACAP3	30.2120455663166	29.3197780005956	30.9583111700866	31.4638199707573	31.3543745211107	35.57616783405	0.129694963298672	5.0138835426911	1.59797041956203	0.161137382938452	0.619516592099441	-4.66216720300382	NOT	FALSE
ACAT1	89.4256736214627	85.0989695723848	93.9682536808655	94.3283153369677	94.0953881119894	89.5476362025623	0.0190866046482242	6.52352363824721	0.403604490450841	0.700486508855024	0.899551277802261	-5.67709641878551	NOT	FALSE
ACAT2	25.4420836543429	25.4537637032999	26.2482314721228	28.9583001301294	31.0124022644838	31.9826811513481	0.276093655181254	4.85386666804039	3.74314988416053	0.0095771400489222	0.428747665662818	-2.25973933992899	UP	M_TRUE
ACBD3	66.2582792869734	62.2097817280904	71.9616958233576	69.3031337591122	71.6802864133617	34.6289072835872	-0.259855616729388	5.95641513751734	-1.0200387910009	0.347043422990062	0.727394903846153	-5.26033315360718	NOT	FALSE
