name	C1	C2	C3	PAC21	PAC22	PAC23	PAC51	PAC52	PAC53
206	ENSG00000065357	2.495810718	2.064554959	2.321231808	2.32185235	2.236102125	2.392405965	2.324163949	2.162393008	2.630071047
207	ENSG00000168175	17.96800081	16.7347756	18.16038098	18.06194325	17.98112057	17.05424226	18.66086552	17.71071792	13.18858157
208	ENSG00000220785	8.020237751	6.582382748	7.483034805	7.817559942	6.67662836	6.987036606	7.455863937	7.820385918	9.987327084
209	ENSG00000275881	0.151788538	0	0	0	0.16250326	0.157303949	0	0	0
210	ENSG00000269821	0.000453708	0	0.000968797	0.000956517	0.000485735	0	0.000955703	0.001518708	0.000536785
211	ENSG00000184574	0.370200039	0.477525335	0.42249954	0.57861952	0.546665355	0.463027892	0.416789202	0.413059833	0.241647391
212	ENSG00000184575	62.97245567	56.60808652	62.257533	59.64073024	56.41316994	55.65005294	56.36598712	57.4644802	49.09853981
213	ENSG00000265333	0	0	0	0	0	0	0.584042675	0	0
214	ENSG00000244226	0	0	0.038016557	0	0	0	0	0	0
215	ENSG00000160691	19.60728969	21.44877299	19.90071333	21.62745177	20.88881723	19.89289941	18.21938746	19.95356709	21.0443392
216	ENSG00000166313	0.261722342	0.255472412	0.194751486	0.284244414	0.314160574	0.180821549	0.175413275	0.265475605	0.215813378
217	ENSG00000166317	0	0	0	0.008517684	0.008650844	0.016748118	0	0	0.009560025
218	ENSG00000229178	0.419852145	0.307952799	0.290045562	0.442570578	0.6345733	0.511891711	0.312136822	0.275564939	0.438290826
219	ENSG00000078549	0	0	0	0	0.006517256	0	0	0	0
220	ENSG00000229173	0	0	0	0	0	0	0.060418208	0	0
221	ENSG00000229177	0.127186726	0	0.543160108	0.402206613	0.136164811	0.131808202	0	0.14191173	0
222	ENSG00000138326	152.3491606	161.8476227	149.6792875	151.2228457	152.145342	152.9123968	150.0528904	150.6074875	160.7546087
223	ENSG00000148204	0.098259709	0.06806748	0.118893804	0.103576597	0.133248066	0.122196106	0.151783023	0.116944743	0.124001764
224	ENSG00000272440	0	0.804019402	1.032635786	0.815637596	2.070971776	1.002355397	0.814943268	0.863351361	1.373175351
