C1	C2	C3	PAC21	PAC22	PAC23	PAC51	PAC52	PAC53
ENSG00000197563	6.37186147715369	5.98401424621112	6.18711110214491	6.61807904468865	6.77609732226174	6.92780040546948	6.6046721152441	6.98341303869127	5.73007246738687
ENSG00000197562	22.2447285282903	23.2991108183288	20.3085335630744	20.1043282946676	23.758112246897	21.2776537092883	20.1910794980829	19.505906429569	22.684960611614
ENSG00000197561	0.536002104354439	0.26914099207556	0.287726482942869	0.707155462159533	0.42556826989596	1.23401390733724	0.282615886364507	0.449795273306412	0.307468014724176
ENSG00000197566	1.10959807206577	1.03278229300728	0.929769187968101	0.885486456433024	1.23194628582234	1.49536301929771	1.11302908516785	1.36264108083132	0.527830157541737
ENSG00000168952	3.17614635585288	3.49833246407932	3.59324614803497	3.69470539504682	3.34426567384965	3.7042003037133	3.51141566724209	3.4391189295413	3.70265124995472
ENSG00000121481	16.5722428525301	14.1633052279829	16.4485169349419	15.6349937224729	14.5004577691531	14.6731077083865	14.9794051873414	14.1906929751531	7.91550847611928
ENSG00000197568	71.4689943109044	62.942872011957	61.1171545802572	65.9138333555897	61.9351582634215	59.4027679774963	63.3600762544874	61.1726478129784	57.8095219566154
ENSG00000168958	104.243955487919	97.0843640071732	97.6804738497878	101.348279061685	100.965184003595	100.706057876687	112.574132857338	113.655098285534	106.464024337998
ENSG00000168959	0	0	0	0	0	0	0	0.071216287049215	0
ENSG00000184908	1.03115206024441	1.929866380954	1.61025014401124	1.68196650175211	1.5381660019485	1.39081405431141	1.23566319535723	1.31107389206361	1.34432254925381
ENSG00000186063	26.984134350455	26.8700904404884	27.5723827489744	27.0031791564316	27.8768669517876	27.2777724246257	25.4007037217562	28.0434739844256	19.7921635715182
ENSG00000054282	16.7725754670292	15.8041694947601	16.9788899895471	16.1181484833063	15.5637614340832	16.791328058882	14.2207512970957	14.6252485063915	15.5009635021086
ENSG00000197565	0.623314667187328	0.62596592942896	0.701058188834999	0.485577037050716	0.628433788539703	0.546677998619943	0.344302997454841	0.431736263618196	0.52781677714108
ENSG00000107485	4.61574761305485	3.95495781092226	4.45538221481154	5.67619972713439	4.25873524398709	5.06958556332726	5.89453507082865	5.25927235537621	4.76107555241064
ENSG00000006071	0	0	0.0218193273200656	0	0	0	0	0.0227397239806447	0
ENSG00000181873	3.22172984853715	3.14067180198538	2.54710719770666	3.88411659981259	3.21081452436824	3.08965706698791	3.04204099600895	3.22769225856247	2.72186969002515
ENSG00000055732	0.935960192508906	0.877278539980214	1.00484878792409	1.16348054267156	1.05688463079913	0.957697639771881	0.723800489950472	0.930876319632741	0.405655366798667
ENSG00000197694	67.1454551906886	67.192484509349	69.4003858960512	67.8957747502435	66.3752997528722	64.8937413443462	59.9185016051394	61.6861137952928	63.5716819769504
ENSG00000197696	30.1923377766588	35.0583794928011	32.5592638203911	32.8623861811352	33.8172703917273	33.9277352341142	30.2752958477113	32.5753883302728	35.7210441382257
ENSG00000159884	3.39896605845643	4.07714477895679	4.66278611197969	4.58395716261129	4.49778116590508	3.38129771878911	4.48040125118934	3.69742606658948	4.87439009621382
ENSG00000159885	4.5390253172798	4.55833202710777	5.75912636450464	4.06485528493073	4.80511832014577	5.91110938220211	6.52711475646621	3.77052545581491	5.36526310858046
ENSG00000159882	4.17763343060123	3.31678454151924	3.38144860084664	4.27077884615114	3.86682853431946	3.28992000129725	4.03640820557636	4.03801598796266	3.63855050067275
ENSG00000125510	0.271701265948562	0.662652576170197	0.666740655441879	0.573535158494731	0.369809113773354	0.556022920527292	0.818622514445907	0.521149102698432	0.400774028982406
ENSG00000053770	10.0191352573231	8.52277058502408	11.323893572163	9.71579738155033	9.26389704462928	9.7868182139003	9.6961923905268	10.0041315226727	6.2929271212203
ENSG00000132485	142.470282847804	108.387762174385	157.192013137469	157.155238797286	149.770938147091	149.561925225641	147.679337508873	147.338625667457	47.5413409860562
ENSG00000204946	12.9437415968013	10.8186196058608	10.7961170256923	12.7536107970463	13.2472412964697	11.1068182620479	11.7922171447765	12.2139768452327	12.8761716154708
ENSG00000204947	1.98016942614847	1.98859206303529	2.00557921964516	1.06470339105059	2.2544614732063	2.14084659311943	2.36394735783316	1.8393580814327	2.27177749554224
ENSG00000204941	0.588937756610515	0.828019917029371	0.758741744170199	0.683754936277334	0.7793290958266	0.72313883071482	0.652106854086592	0.626008354411002	0.912150726013555
ENSG00000132481	31.6103062156424	29.6313783070233	31.2068764905396	30.4479265827227	26.1766473946942	30.1014210471034	34.0738333844827	31.7383866242104	39.6353865335415
ENSG00000107736	0.0686512471612924	0.137886509039627	0.0982721589824501	0.120763466766232	0.145351630083074	0.0624405828820188	0.0804388754808544	0.119487116187235	0.0437561776871993
ENSG00000151376	15.2181025069851	12.9399455199688	12.8701749586913	15.1149228958356	16.1482349427635	16.3794964907755	12.1873866464799	14.8186329872331	14.4532397559371
ENSG00000107731	12.1623351589033	11.4456328457198	10.1390252994712	10.9239961761425	9.42201472615461	9.14816604409608	6.94365045770636	7.9306689106083	8.36280636374289
ENSG00000107738	25.7614444060491	24.7649602012236	26.2443807725858	26.3960945498797	24.9397833547424	25.5076599553051	24.1635479724121	23.2036352580396	27.4903265524416
ENSG00000110801	1.64850886734274	1.34018349515429	1.60128608372446	1.59078546396749	1.54570431154159	1.63860094447433	1.44039402273496	1.96746555958036	1.53103231315001
ENSG00000204498	67.443768010229	63.1426857866924	61.2681115144057	61.5399358083917	64.7578233687625	66.3162818964374	57.4035914812823	57.181393351883	68.1369166280419
ENSG00000104823	105.031426748498	111.64649159509	96.1563941210842	106.671262762049	107.050919157556	112.955707173128	113.408817308259	99.587748501262	119.9222465746
ENSG00000104826	0.268001053833295	0.26914099207556	0.575452962555102	1.41431092431907	1.70227307958384	0.548450625846577	0.847847655777222	1.1994540610433	1.22987205247308
ENSG00000104827	0	0	0	0	0	0	0.165638044610899	0	0
ENSG00000104824	63.3124492527448	64.0887797472379	65.1103810754024	78.2055677161099	74.8916135437561	73.9371907840873	81.0977076392918	82.363772322759	83.2476971636363
ENSG00000104825	28.3921975844285	22.2032054602039	27.4910025126979	28.0272121642963	26.4172174995934	25.1699661834622	29.3779456023859	29.9770613945909	34.7494421787209
ENSG00000007306	0.104003427110404	0.104445806627076	0.279145739029297	0.27442650672973	0.0550502314446245	0.159628324698177	0.109675020296388	0.290920814279064	0.0596597056578602
ENSG00000057252	136.140020276593	122.539644451243	147.1313701311	135.366333421452	124.302548057267	130.428213620025	141.200060453109	136.879625395429	100.711509929243
ENSG00000009335	62.7954371155187	59.8066315885907	68.3797275492509	62.7925826010148	61.1465598407755	61.2574734495984	67.7323606523677	65.0956206764881	70.1060418775742
ENSG00000140505	0	0	0	0	0	0	0.0532494749027524	0.0564992098695267	0
ENSG00000140506	0	0	0	0.0353922027789649	0.0354985540907671	0	0	0.0375194360520435	0.0384709258511937
ENSG00000160439	2.93329241471499	3.10674014509927	3.39011031921164	3.67115224342057	3.46159231340254	3.01781861363979	3.27918613127854	2.7439919159239	3.25492493898889
ENSG00000106460	29.7319791973126	25.5587482086675	34.3199367476111	31.8524809605764	28.4988854070924	29.7109787574771	30.9028965827592	28.676354244706	10.8724875756802
ENSG00000106462	96.8106093745721	81.5897171317502	99.6844366812277	91.7938458001993	88.0063637850938	92.1080496087911	82.2373477523257	91.3122200508528	87.6516377332512
ENSG00000120942	28.2173150880993	27.7929119182449	24.9977809147601	25.2045680235399	26.7150579151318	25.9049569298327	27.1263424322147	27.1440796426573	27.5214727784657
ENSG00000120949	0	0	0.0791286322764902	0	0	0	0	0	0
ENSG00000120948	68.8649254242564	61.2736200155701	72.5937089106615	73.426009897587	70.6681195695219	71.2768997902259	81.1624781335974	81.7743758992849	57.4259695278463
ENSG00000115241	235.983703123643	238.813038978698	227.294498519428	230.913286660995	233.994879062544	232.542930964905	242.533604236014	240.23464365341	260.925831903698
ENSG00000106853	89.4540278829724	81.8434476124963	88.9653064849283	88.9847043451344	89.252101490036	88.6155929232171	89.6877943481966	91.4757741081833	87.6812531270996
ENSG00000106852	1.65360566101258	1.41996690223248	1.23500135011623	1.54294727878459	1.42073266850614	1.34870382451793	1.36469841833412	1.12620973604687	0.989803081487378
ENSG00000139445	19.3274236592309	19.0110776209846	19.7273764313605	22.4097586438567	22.183006607734	22.1721949288722	18.288854776977	22.1137031477477	19.5328555981922
ENSG00000118292	1.83534103670584	1.1263680058818	0.766276744609974	1.3990267371649	1.94293492740694	1.1476461255069	0.645142404692454	1.48311473475905	0.818852638502521
ENSG00000118298	0.862525693103403	0.830103004359976	1.19609542434629	0.87242284086845	0.722862809796906	0.661918232857455	0.87166318845252	0.804225655729831	0.824620708895704
ENSG00000188603	0.293447286850561	0.224529875780995	0.315045611523666	0.309719457340868	0.32544302245915	0.400350040553086	0.353656884288714	0.422145044229277	0.288567058603201
ENSG00000215305	22.5629162156139	21.0550823109071	21.8495932199106	25.456419460869	24.2757770138389	24.5115366265258	22.4115069155969	24.3748746751658	23.4896787935436
ENSG00000102531	33.6239314896524	29.4180405549211	34.52336537275	33.5053160954492	34.1553641253977	30.3033575692285	34.1366066701277	32.0152799130773	13.6728605163796
ENSG00000215301	225.035933226877	184.218870469208	248.788206960332	213.820113305523	205.920067035123	221.658089291382	258.150491625495	255.277558480455	218.418209978261
ENSG00000102539	0.111180420284887	0	0	0	0.117698193154491	0	0	0	0
ENSG00000153048	39.7424849708043	41.5982813407895	43.9404821783123	37.2537156232244	38.5946238517682	40.7413158857216	48.4475687823471	45.5176362468457	52.7645323333588
ENSG00000153044	66.9732719811838	63.2510119105859	71.9685479099474	72.6955815630618	68.3650265878647	72.2346623018747	76.6458311069239	66.6934407829089	49.2285885358197
ENSG00000153046	30.2198247316576	28.8217868351665	30.5835914212646	28.8471983285551	26.8097052270366	27.77973226355	28.6297189593445	27.825692904373	22.8460066450007
ENSG00000164209	22.2020575123167	20.5595384721088	24.7110604541118	21.0811042970274	21.7606522714155	20.6416209446807	22.9568170559114	22.087664848766	10.5702476939621
ENSG00000162129	34.7935006590801	32.9948931764757	35.7242387360358	35.4953566500611	32.0452374954357	32.4281721883675	36.2480059282899	32.5682438606575	38.916624491876
ENSG00000127804	22.9895946714442	21.7711987347941	21.3212601539407	22.3603602084935	23.1457566350306	21.2674099732509	24.3570985501351	22.1861408982202	23.4032923060631
ENSG00000235173	33.0919395120339	34.3142332500486	34.266240381325	41.1786627634315	36.8456826612139	42.3256147589892	37.6325046057658	41.3532459982601	45.9401354828401
ENSG00000122035	28.4157027514519	26.321790259028	34.8783316952447	30.2599834530921	30.8896876895236	33.7624718628932	38.5523568536158	36.7292183753085	44.9592452256231
ENSG00000165669	8.07179625557224	7.04680582931131	8.52803052823345	8.5871595199988	7.93324846337765	7.68674476456817	8.6860819973158	8.92881652549558	6.58757077347802
ENSG00000165661	47.6204148672126	41.7153092134639	48.0238998972661	45.6714404171024	44.1347176382936	44.9614495097981	48.0367148983199	46.5111479896122	53.0981648190497
